|    1|         808780|      85|
|    2|         808778|      82|
|    3|        1168321|      80|
|    4|        1168319|      69|
|    5|        1169299|      69|
|    6|        1117403|      68|
|    7|        1117405|      67|
|    8|        1169297|      60|
|    9|        1168361|      56|
|   10|        1168280|      55|
|   11|        1168359|      55|
|   12|        1182217|      54|
|   13|        1168325|      51|
|   14|        1167392|      49|
|   15|        1168330|      49|
|   16|        1175362|      49|
|   17|        1182215|      49|
|   18|        1168328|      48|
|   19|        1167404|      47|
|   20|        1168327|      47|
|   21|        1167394|      46|
|   22|        1168278|      46|
|   23|        1140296|      44|
|   24|        1039219|      42|
|   25|        1014093|      40|
|   26|        1140294|      39|
|   27|        1167406|      39|
|   28|        1182865|      39|
|   29|        1013263|      38|
|   30|        1014091|      38|
|   31|        1172024|      38|
|   32|        1172232|      38|
|   33|        1182153|      38|
|   34|        1182155|      38|
|   35|        1013265|      36|
|   36|         835822|      35|
|   37|        1128845|      35|
|   38|        1169087|      35|
|   39|        1095235|      34|
|   40|        1040226|      33|
|   41|        1172022|      32|
|   42|        1173530|      32|
|   43|         809701|      31|
|   44|        1027472|      31|
|   45|        1169085|      31|
|   46|        1175363|      31|
|   47|        1178618|      31|
|   48|        1179521|      31|
|   49|        1179616|      31|
|   50|        1012977|      30|
|    1|        1168321|     102|
|    2|        1168319|      84|
|    3|        1140169|      60|
|    4|        1140167|      55|
|    5|        1168327|      55|
|    6|        1167406|      54|
|    7|        1169299|      54|
|    8|        1168325|      53|
|    9|        1168361|      51|
|   10|        1168359|      50|
|   11|        1169297|      49|
|   12|        1182153|      49|
|   13|        1182215|      49|
|   14|        1182155|      48|
|   15|        1182217|      46|
|   16|        1040974|      43|
|   17|        1168280|      41|
|   18|        1012493|      39|
|   19|        1168278|      39|
|   20|        1014091|      37|
|   21|        1179548|      37|
|   22|        1095235|      36|
|   23|        1182341|      36|
|   24|        1095233|      35|
|   25|        1167394|      35|
|   26|        1179546|      35|
|   27|        1140280|      34|
|   28|        1140282|      34|
|   29|        1167392|      34|
|   30|        1167404|      34|
|   31|        1179616|      34|
|   32|        1182339|      34|
|   33|        1115934|      33|
|   34|        1140279|      33|
|   35|        1168286|      33|
|   36|        1182146|      33|
|   37|        1013265|      32|
|   38|        1039655|      31|
|   39|        1168328|      31|
|   40|        1182144|      31|
|   41|        1182149|      31|
|   42|        1013263|      30|
|   43|        1013913|      30|
|   44|        1171886|      30|
|   45|        1172022|      30|
|   46|        1179478|      30|
|   47|        1179480|      30|
|   48|        1117405|      29|
|   49|        1140058|      29|
|   50|        1140277|      29|
|    1|        1168321|      65|
|    2|         821789|      58|
|    3|        1182155|      58|
|    4|        1168319|      55|
|    5|        1169299|      54|
|    6|        1182153|      54|
|    7|         821787|      51|
|    8|        1168327|      51|
|    9|        1169297|      50|
|   10|        1168325|      48|
|   11|        1170662|      45|
|   12|        1170664|      45|
|   13|        1182339|      45|
|   14|        1140296|      44|
|   15|        1179614|      44|
|   16|        1182341|      44|
|   17|        1013263|      43|
|   18|        1013265|      42|
|   19|        1168359|      42|
|   20|        1168280|      41|
|   21|        1179616|      41|
|   22|         790862|      40|
|   23|        1182215|      40|
|   24|        1182217|      40|
|   25|        1130433|      38|
|   26|        1167394|      38|
|   27|        1168361|      38|
|   28|        1168278|      37|
|   29|        1064179|      36|
|   30|        1140294|      36|
|   31|        1173530|      36|
|   32|        1050248|      35|
|   33|        1167392|      35|
|   34|        1173528|      35|
|   35|        1179519|      35|
|   36|        1179548|      35|
|   37|         809701|      34|
|   38|        1179521|      34|
|   39|        1182149|      34|
|   40|         809699|      33|
|   41|        1029775|      33|
|   42|        1129295|      32|
|   43|        1140279|      32|
|   44|        1172385|      32|
|   45|        1182147|      32|
|   46|         808780|      31|
|   47|        1013913|      31|
|   48|        1140277|      31|
|   49|        1143638|      31|
|   50|        1168265|      31|
|    1|        1169757|      92|
|    2|        1168321|      84|
|    3|        1168319|      76|
|    4|        1169299|      69|
|    5|        1014093|      66|
|    6|        1168327|      66|
|    7|        1182155|      66|
|    8|        1167406|      65|
|    9|        1168280|      64|
|   10|        1168325|      64|
|   11|        1182153|      63|
|   12|        1169297|      62|
|   13|        1013265|      58|
|   14|        1167394|      58|
|   15|        1167404|      57|
|   16|        1168278|      57|
|   17|        1013263|      56|
|   18|        1129295|      51|
|   19|         838574|      50|
|   20|        1182215|      50|
|   21|        1182217|      50|
|   22|        1140296|      48|
|   23|        1168359|      48|
|   24|        1172246|      47|
|   25|        1029775|      45|
|   26|        1167392|      45|
|   27|        1182341|      45|
|   28|        1014091|      44|
|   29|        1140294|      44|
|   30|        1168361|      44|
|   31|        1129293|      43|
|   32|        1140058|      43|
|   33|        1182149|      43|
|   34|        1182339|      43|
|   35|         809701|      42|
|   36|        1172711|      42|
|   37|         809699|      39|
|   38|        1140279|      39|
|   39|        1172385|      39|
|   40|        1181760|      39|
|   41|        1051297|      38|
|   42|        1087065|      38|
|   43|        1115932|      38|
|   44|        1123492|      38|
|   45|        1168267|      38|
|   46|        1172383|      38|
|   47|         838559|      37|
|   48|        1029773|      37|
|   49|        1167409|      37|
|   50|        1168265|      37|
|    1|        1168321|     105|
|    2|        1168319|      95|
|    3|        1182155|      85|
|    4|        1182153|      73|
|    5|        1168327|      70|
|    6|        1168325|      68|
|    7|        1182217|      68|
|    8|        1182215|      64|
|    9|        1095233|      61|
|   10|        1095235|      61|
|   11|        1140296|      56|
|   12|         809699|      50|
|   13|        1182147|      50|
|   14|         790533|      49|
|   15|         809701|      49|
|   16|        1167406|      49|
|   17|        1182149|      49|
|   18|        1140282|      48|
|   19|        1140294|      48|
|   20|        1168328|      48|
|   21|        1169299|      48|
|   22|        1179548|      48|
|   23|        1167394|      47|
|   24|        1013913|      46|
|   25|        1168330|      46|
|   26|        1014093|      45|
|   27|        1167404|      45|
|   28|        1171937|      45|
|   29|        1172385|      45|
|   30|        1167392|      44|
|   31|        1169297|      44|
|   32|        1182341|      44|
|   33|        1014091|      43|
|   34|        1171883|      43|
|   35|        1182339|      43|
|   36|        1176440|      42|
|   37|        1176442|      42|
|   38|        1168280|      41|
|   39|        1179616|      41|
|   40|         821789|      40|
|   41|        1087065|      40|
|   42|        1168359|      40|
|   43|        1171881|      40|
|   44|        1013263|      39|
|   45|        1013911|      39|
|   46|        1140280|      39|
|   47|        1166234|      39|
|   48|        1168278|      39|
|   49|        1179519|      39|
|   50|        1182146|      39|
|    1|        1168321|     113|
|    2|        1168319|     103|
|    3|        1168327|      63|
|    4|        1182215|      63|
|    5|        1014091|      59|
|    6|        1168325|      59|
|    7|        1014093|      58|
|    8|        1171982|      57|
|    9|        1182217|      55|
|   10|        1182339|      54|
|   11|        1182147|      53|
|   12|        1168359|      51|
|   13|        1182149|      51|
|   14|        1168278|      49|
|   15|        1168280|      48|
|   16|        1182341|      47|
|   17|        1123514|      46|
|   18|        1179546|      46|
|   19|        1168283|      45|
|   20|        1013263|      44|
|   21|        1115932|      44|
|   22|        1168361|      44|
|   23|        1182153|      44|
|   24|        1182303|      43|
|   25|         809701|      40|
|   26|        1115934|      40|
|   27|        1168281|      40|
|   28|        1027472|      39|
|   29|        1123693|      39|
|   30|        1167392|      39|
|   31|        1167394|      39|
|   32|        1168330|      39|
|   33|        1182155|      39|
|   34|        1143093|      38|
|   35|        1168265|      38|
|   36|        1168328|      38|
|   37|        1179548|      38|
|   38|        1051295|      37|
|   39|        1086421|      37|
|   40|        1176440|      37|
|   41|         809699|      36|
|   42|        1168267|      36|
|   43|        1179521|      36|
|   44|        1013265|      34|
|   45|        1014861|      34|
|   46|        1027474|      34|
|   47|        1086419|      34|
|   48|        1140056|      34|
|   49|         809215|      33|
|   50|        1095233|      33|
|    1|        1168321|      91|
|    2|        1168319|      86|
|    3|        1168327|      70|
|    4|        1168325|      68|
|    5|        1182147|      59|
|    6|        1182155|      52|
|    7|        1171900|      50|
|    8|        1168280|      49|
|    9|        1168359|      49|
|   10|        1182153|      49|
|   11|        1168361|      48|
|   12|        1172024|      45|
|   13|        1182339|      45|
|   14|        1014093|      44|
|   15|        1182341|      44|
|   16|        1014091|      41|
|   17|        1168278|      41|
|   18|        1176440|      41|
|   19|        1168330|      39|
|   20|        1179548|      38|
|   21|        1013263|      37|
|   22|        1176442|      37|
|   23|        1182215|      37|
|   24|        1172030|      36|
|   25|        1182149|      36|
|   26|        1182217|      36|
|   27|        1167406|      35|
|   28|        1175360|      34|
|   29|        1182146|      34|
|   30|        1182248|      34|
|   31|        1013265|      33|
|   32|        1167404|      33|
|   33|        1168328|      33|
|   34|        1172022|      33|
|   35|        1178618|      33|
|   36|        1051297|      32|
|   37|        1126540|      32|
|   38|        1129259|      32|
|   39|        1140296|      32|
|   40|        1143093|      32|
|   41|        1014861|      31|
|   42|        1087065|      31|
|   43|        1126542|      31|
|   44|        1140294|      31|
|   45|        1168286|      31|
|   46|         809699|      30|
|   47|        1168284|      30|
|   48|        1169299|      30|
|   49|        1172028|      30|
|   50|        1051295|      29|
|    1|        1168321|      74|
|    2|        1168280|      66|
|    3|        1168319|      63|
|    4|        1168327|      62|
|    5|        1168278|      60|
|    6|        1168325|      60|
|    7|        1182155|      60|
|    8|        1182303|      57|
|    9|        1182217|      54|
|   10|        1182153|      52|
|   11|        1182305|      52|
|   12|        1182215|      51|
|   13|        1171886|      48|
|   14|        1169079|      47|
|   15|        1172024|      47|
|   16|        1013265|      45|
|   17|        1168361|      45|
|   18|        1182147|      45|
|   19|        1013263|      44|
|   20|        1169081|      44|
|   21|        1172030|      44|
|   22|        1182149|      43|
|   23|        1171884|      42|
|   24|        1182341|      42|
|   25|        1182339|      41|
|   26|        1167394|      40|
|   27|        1171984|      40|
|   28|        1172028|      40|
|   29|        1051297|      39|
|   30|        1172022|      39|
|   31|        1014093|      38|
|   32|        1014861|      38|
|   33|        1117403|      38|
|   34|        1168286|      38|
|   35|        1179521|      38|
|   36|        1014091|      37|
|   37|        1178618|      37|
|   38|         809701|      36|
|   39|         834506|      36|
|   40|        1027474|      36|
|   41|        1169297|      36|
|   42|        1169299|      36|
|   43|        1176442|      36|
|   44|        1051295|      35|
|   45|        1168359|      35|
|   46|        1175360|      35|
|   47|        1176440|      35|
|   48|        1167392|      34|
|   49|        1168284|      34|
|   50|        1171982|      34|
|    1|        1171984|      72|
|    2|        1182155|      72|
|    3|        1182153|      68|
|    4|        1171886|      67|
|    5|        1168327|      65|
|    6|        1171982|      61|
|    7|        1168321|      59|
|    8|        1168325|      58|
|    9|        1171884|      57|
|   10|        1168280|      56|
|   11|        1168278|      55|
|   12|        1182215|      55|
|   13|        1182217|      55|
|   14|        1168319|      54|
|   15|         787443|      50|
|   16|        1049375|      50|
|   17|         787445|      48|
|   18|        1168330|      43|
|   19|        1014093|      41|
|   20|         809701|      40|
|   21|        1168328|      40|
|   22|        1182146|      40|
|   23|        1182149|      40|
|   24|        1182339|      40|
|   25|        1168267|      38|
|   26|        1176440|      38|
|   27|        1176442|      38|
|   28|        1182341|      38|
|   29|         809699|      37|
|   30|        1013263|      36|
|   31|        1013265|      36|
|   32|        1014091|      36|
|   33|        1064179|      36|
|   34|        1167394|      36|
|   35|        1182147|      36|
|   36|        1167392|      35|
|   37|        1167406|      35|
|   38|        1168265|      35|
|   39|        1175362|      35|
|   40|        1014861|      34|
|   41|        1115934|      34|
|   42|        1179521|      34|
|   43|        1167404|      33|
|   44|        1179519|      33|
|   45|        1040226|      32|
|   46|        1115932|      32|
|   47|        1172030|      32|
|   48|        1182305|      32|
|   49|        1029775|      31|
|   50|        1175360|      31|
|    1|        1168280|     105|
|    2|        1168278|      95|
|    3|        1168321|      82|
|    4|        1087278|      74|
|    5|        1087276|      73|
|    6|         821735|      72|
|    7|        1168594|      71|
|    8|        1168592|      67|
|    9|         821733|      65|
|   10|        1172558|      65|
|   11|        1168325|      61|
|   12|        1172556|      61|
|   13|         821799|      59|
|   14|         821801|      58|
|   15|        1014495|      58|
|   16|        1168327|      56|
|   17|        1181699|      56|
|   18|        1039476|      55|
|   19|        1168319|      55|
|   20|        1182217|      55|
|   21|        1182215|      53|
|   22|        1169561|      52|
|   23|        1040226|      51|
|   24|        1176442|      51|
|   25|        1181697|      51|
|   26|         838621|      49|
|   27|        1014493|      49|
|   28|        1039474|      48|
|   29|        1040224|      48|
|   30|        1168328|      48|
|   31|        1169563|      48|
|   32|        1175388|      48|
|   33|        1179521|      48|
|   34|        1182155|      47|
|   35|        1168330|      46|
|   36|        1179519|      46|
|   37|        1014490|      45|
|   38|        1167406|      45|
|   39|        1169297|      45|
|   40|        1169299|      45|
|   41|        1013265|      43|
|   42|        1168555|      43|
