|   43|        1182153|      43|
|   44|        1014492|      42|
|   45|        1168265|      42|
|   46|        1168557|      42|
|   47|        1169691|      42|
|   48|        1171984|      42|
|   49|        1172024|      42|
|   50|        1176440|      42|
|    1|        1168319|      89|
|    2|        1168321|      88|
|    3|        1168328|      63|
|    4|        1168330|      63|
|    5|        1168280|      62|
|    6|        1167392|      59|
|    7|        1167394|      59|
|    8|        1168327|      59|
|    9|        1168325|      58|
|   10|        1182217|      58|
|   11|        1168278|      57|
|   12|        1182215|      53|
|   13|        1040224|      52|
|   14|        1172385|      52|
|   15|        1172383|      51|
|   16|        1168267|      50|
|   17|        1040226|      49|
|   18|        1050396|      49|
|   19|        1140282|      48|
|   20|        1182155|      48|
|   21|        1050398|      47|
|   22|        1168265|      47|
|   23|        1013263|      44|
|   24|        1140280|      44|
|   25|        1013911|      43|
|   26|        1140296|      43|
|   27|        1013265|      42|
|   28|        1140279|      41|
|   29|        1140277|      40|
|   30|        1169563|      40|
|   31|        1172558|      40|
|   32|        1013913|      39|
|   33|        1014861|      39|
|   34|        1179548|      39|
|   35|        1140294|      38|
|   36|        1172556|      38|
|   37|        1178627|      38|
|   38|        1178629|      38|
|   39|        1179616|      37|
|   40|        1182153|      37|
|   41|        1168359|      36|
|   42|        1014093|      35|
|   43|        1167406|      35|
|   44|        1169561|      35|
|   45|         821789|      34|
|   46|        1014091|      34|
|   47|        1038605|      34|
|   48|        1064179|      34|
|   49|        1179614|      34|
|   50|        1039327|      33|
|    1|        1168321|      98|
|    2|        1050398|      85|
|    3|        1050396|      76|
|    4|        1134333|      59|
|    5|        1134331|      57|
|    6|        1182217|      57|
|    7|        1128845|      56|
|    8|        1169299|      56|
|    9|         809701|      55|
|   10|        1168319|      55|
|   11|        1040226|      53|
|   12|        1182215|      53|
|   13|        1039327|      52|
|   14|        1168328|      52|
|   15|        1168330|      52|
|   16|         809699|      51|
|   17|        1039329|      48|
|   18|        1040224|      47|
|   19|        1128843|      47|
|   20|        1168327|      45|
|   21|        1169297|      45|
|   22|        1172263|      44|
|   23|        1176442|      43|
|   24|        1095872|      42|
|   25|        1168325|      42|
|   26|        1182303|      42|
|   27|        1038605|      40|
|   28|         808645|      38|
|   29|        1167394|      38|
|   30|        1168280|      38|
|   31|        1172261|      38|
|   32|        1176440|      38|
|   33|        1013263|      37|
|   34|        1167404|      37|
|   35|        1167406|      37|
|   36|        1168361|      37|
|   37|        1175360|      37|
|   38|        1182146|      37|
|   39|        1182153|      37|
|   40|        1168278|      36|
|   41|        1168359|      36|
|   42|        1182155|      36|
|   43|        1086421|      35|
|   44|        1182305|      35|
|   45|        1013265|      34|
|   46|        1167392|      34|
|   47|        1182339|      34|
|   48|        1027474|      33|
|   49|        1140294|      33|
|   50|        1175362|      33|
